batchId,duration,messages,bytes,messagesThroughput,bytesThroughput,latency0Ms,latency1Ms,numberOfPartitions,consumerFetchMinBytes,consumerFetchMaxWaitMs,consumerMaxPollRecords,messageSize
2ae08ab3-1ad8-4583-b8fb-179b0058731d,1009,10,10000,9.910802775024777,9910.802775024777,0.37813260000000004,21862.1,1,1,1,1,1000
2ae08ab3-1ad8-4583-b8fb-179b0058731d,1008,10,10000,9.920634920634921,9920.63492063492,0.3564488,22871.0,1,1,1,1,1000
2ae08ab3-1ad8-4583-b8fb-179b0058731d,1009,10,10000,9.910802775024777,9910.802775024777,0.325577,23880.3,1,1,1,1,1000
2ae08ab3-1ad8-4583-b8fb-179b0058731d,1011,10,10000,9.891196834817013,9891.196834817012,0.28682209999999997,24890.1,1,1,1,1,1000
2ae08ab3-1ad8-4583-b8fb-179b0058731d,1009,10,10000,9.910802775024777,9910.802775024777,0.40919239999999996,25901.6,1,1,1,1,1000
2ae08ab3-1ad8-4583-b8fb-179b0058731d,1006,10,10000,9.940357852882704,9940.357852882704,0.18886109999999998,26908.6,1,1,1,1,1000
2ae08ab3-1ad8-4583-b8fb-179b0058731d,1006,10,10000,9.940357852882704,9940.357852882704,0.1738433,27914.9,1,1,1,1,1000
2ae08ab3-1ad8-4583-b8fb-179b0058731d,1007,10,10000,9.930486593843098,9930.486593843098,0.2210833,28921.5,1,1,1,1,1000
2ae08ab3-1ad8-4583-b8fb-179b0058731d,1008,10,10000,9.920634920634921,9920.63492063492,0.15223699999999998,29928.7,1,1,1,1,1000
2ae08ab3-1ad8-4583-b8fb-179b0058731d,1006,10,10000,9.940357852882704,9940.357852882704,0.2053059,30937.3,1,1,1,1,1000
2ae08ab3-1ad8-4583-b8fb-179b0058731d,1007,10,10000,9.930486593843098,9930.486593843098,0.2118951,31943.5,1,1,1,1,1000
2ae08ab3-1ad8-4583-b8fb-179b0058731d,1006,10,10000,9.940357852882704,9940.357852882704,0.2062776,32949.9,1,1,1,1,1000
2ae08ab3-1ad8-4583-b8fb-179b0058731d,1006,10,10000,9.940357852882704,9940.357852882704,0.1633605,33956.8,1,1,1,1,1000
2ae08ab3-1ad8-4583-b8fb-179b0058731d,1009,10,10000,9.910802775024777,9910.802775024777,0.1982711,34963.8,1,1,1,1,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1011,100,100000,98.91196834817013,98911.96834817012,0.3418364000000002,5622.19,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1009,100,100000,99.10802775024777,99108.02775024777,0.3390312099999999,6631.83,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1013,100,100000,98.71668311944718,98716.68311944719,0.2578083300000003,7641.86,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1008,100,100000,99.2063492063492,99206.3492063492,0.26825954999999996,8650.85,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1009,92,92000,91.17938553022795,91179.38553022796,0.2709799565217386,9673.304347826086,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1007,100,100000,99.30486593843098,99304.86593843099,0.23645681999999987,10665.44,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1009,100,100000,99.10802775024777,99108.02775024777,0.3316508099999998,11672.26,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1014,100,100000,98.61932938856016,98619.32938856016,0.3817905199999998,12684.57,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1010,100,100000,99.00990099009901,99009.900990099,0.32331867000000014,13692.87,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1009,100,100000,99.10802775024777,99108.02775024777,0.38547355000000044,14701.7,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1007,100,100000,99.30486593843098,99304.86593843099,0.24338009000000013,15708.13,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1009,100,100000,99.10802775024777,99108.02775024777,0.31888477000000026,16714.18,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1010,92,92000,91.08910891089108,91089.10891089108,0.2723731847826086,17738.0,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1008,100,100000,99.2063492063492,99206.3492063492,0.2719476700000001,18730.96,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1006,100,100000,99.40357852882704,99403.57852882704,0.2329953899999998,19736.95,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1007,100,100000,99.30486593843098,99304.86593843099,0.27838733,20742.7,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1008,100,100000,99.2063492063492,99206.3492063492,0.35329786000000013,21749.18,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1010,100,100000,99.00990099009901,99009.900990099,0.32256485999999995,22758.71,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1006,100,100000,99.40357852882704,99403.57852882704,0.25809086999999975,23764.88,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1007,100,100000,99.30486593843098,99304.86593843099,0.27722287000000034,24770.42,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1009,92,92000,91.17938553022795,91179.38553022796,0.3829740434782611,25791.66304347826,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1007,100,100000,99.30486593843098,99304.86593843099,0.29384697999999987,26784.3,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1009,100,100000,99.10802775024777,99108.02775024777,0.21740448000000026,27792.02,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1007,100,100000,99.30486593843098,99304.86593843099,0.33674281,28798.86,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1007,100,100000,99.30486593843098,99304.86593843099,0.3075526899999997,29805.26,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1007,100,100000,99.30486593843098,99304.86593843099,0.3056667899999999,30811.32,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1006,100,100000,99.40357852882704,99403.57852882704,0.24597971999999982,31817.16,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1009,100,100000,99.10802775024777,99108.02775024777,0.26439142000000027,32824.29,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1009,92,92000,91.17938553022795,91179.38553022796,0.3988071195652175,33846.141304347824,1,1,1,10,1000
49ce5c8f-f984-4992-8952-9b0deab5399e,1007,100,100000,99.30486593843098,99304.86593843099,0.33159075,34839.3,1,1,1,10,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1010,250,250000,247.52475247524754,247524.75247524751,0.4091414799999999,5601.032,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1014,242,242000,238.6587771203156,238658.7771203156,0.3604942933884303,6605.061983471074,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1011,250,250000,247.27992087042531,247279.92087042533,0.34421723600000126,7618.424,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1009,250,250000,247.7700693756194,247770.06937561944,0.3457893559999999,8624.396,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1011,242,242000,239.3669634025717,239366.9634025717,0.447575780991736,9619.57438016529,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1007,250,250000,248.26216484607747,248262.16484607744,0.28596493600000095,10638.54,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1014,250,250000,246.5483234714004,246548.3234714004,0.522527488,11646.508,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1015,250,250000,246.30541871921181,246305.41871921183,0.49104459599999994,12658.556,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1008,242,242000,240.0793650793651,240079.3650793651,0.3405023057851238,13681.888429752065,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1007,250,250000,248.26216484607747,248262.16484607744,0.23703227199999977,14670.912,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1008,250,250000,248.015873015873,248015.87301587302,0.26949588799999935,15675.7,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1011,242,242000,239.3669634025717,239366.9634025717,0.2911980785123965,16690.487603305784,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1009,250,250000,247.7700693756194,247770.06937561944,0.3239097560000004,17689.824,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1011,250,250000,247.27992087042531,247279.92087042533,0.3122969839999993,18696.98,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1011,242,242000,239.3669634025717,239366.9634025717,0.45064216942148644,19707.772727272728,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1010,250,250000,247.52475247524754,247524.75247524751,0.3273029159999989,20714.012,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1013,250,250000,246.79170779861798,246791.70779861798,0.3501439000000014,21723.596,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1010,242,242000,239.6039603960396,239603.9603960396,0.3927214297520665,22728.103305785124,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1010,250,250000,247.52475247524754,247524.75247524751,0.35037911200000066,23740.332,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1011,250,250000,247.27992087042531,247279.92087042533,0.417211912,24747.708,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1013,242,242000,238.8943731490622,238894.3731490622,0.5101298966942153,25743.84297520661,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1013,250,250000,246.79170779861798,246791.70779861798,0.37151748800000084,26766.052,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1007,250,250000,248.26216484607747,248262.16484607744,0.2932630400000006,27772.764,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1007,250,250000,248.26216484607747,248262.16484607744,0.23289682799999994,28776.272,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1007,242,242000,240.31777557100298,240317.77557100297,0.28547541322314124,29795.53305785124,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1007,250,250000,248.26216484607747,248262.16484607744,0.2754811239999998,30784.836,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1012,250,250000,247.03557312252966,247035.57312252963,0.29229210799999944,31790.804,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1008,242,242000,240.0793650793651,240079.3650793651,0.2743746859504137,32806.954545454544,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1008,250,250000,248.015873015873,248015.87301587302,0.2594086799999998,33803.316,1,1,1,25,1000
c1ce5828-2321-4723-bb0f-aaec2cd739d1,1006,250,250000,248.5089463220676,248508.94632206758,0.20900584800000063,34806.716,1,1,1,25,1000
b8253264-7e1f-468d-a87c-820329b03529,1011,492,492000,486.64688427299706,486646.88427299703,0.41531958333333446,5502.928861788618,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1013,500,500000,493.58341559723596,493583.41559723596,0.45780555400000245,6506.61,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1013,492,492000,485.6860809476802,485686.08094768017,0.4901686808943102,7520.731707317073,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1012,492,492000,486.1660079051383,486166.00790513837,0.4076277804878058,8516.091463414634,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1015,500,500000,492.61083743842363,492610.83743842365,0.3805676899999975,9523.284,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1012,492,492000,486.1660079051383,486166.00790513837,0.39475220934959604,10534.792682926829,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1013,492,492000,485.6860809476802,485686.08094768017,0.46857700813007974,11531.432926829268,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1012,500,500000,494.0711462450593,494071.14624505927,0.3703919179999956,12545.144,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1009,492,492000,487.611496531219,487611.49653121905,0.3536253617886184,13551.05894308943,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1009,500,500000,495.5401387512388,495540.1387512389,0.22928319199999903,14552.034,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1009,492,492000,487.611496531219,487611.49653121905,0.3238607093495911,15563.747967479674,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1009,492,492000,487.611496531219,487611.49653121905,0.2821061585365845,16553.422764227642,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1009,500,500000,495.5401387512388,495540.1387512389,0.277283382000001,17554.78,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1010,492,492000,487.1287128712871,487128.71287128713,0.31966136382113564,18560.20731707317,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1012,492,492000,486.1660079051383,486166.00790513837,0.3476392865853664,19551.80487804878,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1009,500,500000,495.5401387512388,495540.1387512389,0.3188606779999982,20560.932,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1011,492,492000,486.64688427299706,486646.88427299703,0.42682377032520424,21564.64430894309,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1011,500,500000,494.55984174085063,494559.84174085065,0.3876024440000012,22567.034,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1010,492,492000,487.1287128712871,487128.71287128713,0.4173961443089453,23577.912601626016,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1011,492,492000,486.64688427299706,486646.88427299703,0.33332497357723556,24567.853658536584,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1010,500,500000,495.0495049504951,495049.50495049503,0.4113445960000023,25575.344,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1011,492,492000,486.64688427299706,486646.88427299703,0.42803972764227444,26582.833333333332,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1009,492,492000,487.611496531219,487611.49653121905,0.38483112195121916,27576.31300813008,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1007,500,500000,496.52432969215494,496524.3296921549,0.23951583800000015,28582.29,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1011,492,492000,486.64688427299706,486646.88427299703,0.2373277418699188,29582.04674796748,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1009,500,500000,495.5401387512388,495540.1387512389,0.27845960399999914,30585.17,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1009,492,492000,487.611496531219,487611.49653121905,0.4197025162601642,31595.62398373984,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1009,492,492000,487.611496531219,487611.49653121905,0.3801877581300788,32588.62601626016,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1007,500,500000,496.52432969215494,496524.3296921549,0.2962964660000014,33588.86,1,1,1,50,1000
b8253264-7e1f-468d-a87c-820329b03529,1011,492,492000,486.64688427299706,486646.88427299703,0.2842526260162597,34593.59146341463,1,1,1,50,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1013,717,717000,707.7986179664364,707798.6179664363,0.45684862482565936,5569.016736401673,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1012,717,717000,708.498023715415,708498.023715415,0.39656450767085244,6567.986052998605,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1014,717,717000,707.1005917159763,707100.5917159764,0.46433564993026266,7567.8228730822875,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1013,717,717000,707.7986179664364,707798.6179664363,0.4098013793584359,8567.940027894003,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1011,750,750000,741.839762611276,741839.762611276,0.3376730040000005,9590.368,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1010,717,717000,709.9009900990098,709900.9900990099,0.3008070432357034,10608.231520223151,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1010,717,717000,709.9009900990098,709900.9900990099,0.3157396555090632,11602.139470013946,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1010,717,717000,709.9009900990098,709900.9900990099,0.3158444253835437,12596.511854951186,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1010,717,717000,709.9009900990098,709900.9900990099,0.29914741143654294,13586.788005578801,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1012,717,717000,708.498023715415,708498.023715415,0.34592394560669604,14579.178521617852,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1012,717,717000,708.498023715415,708498.023715415,0.3502550264993007,15571.884239888424,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1008,717,717000,711.3095238095239,711309.5238095238,0.2678727405857728,16564.574616457463,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1007,717,717000,712.0158887785501,712015.8887785502,0.2412498842398872,17553.112970711296,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1010,717,717000,709.9009900990098,709900.9900990099,0.3232217391910712,18544.125523012553,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1013,717,717000,707.7986179664364,707798.6179664363,0.34728144072524214,19538.040446304043,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1008,750,750000,744.047619047619,744047.619047619,0.3086668333333335,20560.810666666668,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1009,717,717000,710.6045589692765,710604.5589692765,0.30313959274756,21580.256624825663,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1007,717,717000,712.0158887785501,712015.8887785502,0.26755122036262124,22572.613668061367,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1016,717,717000,705.7086614173228,705708.6614173228,0.5681081687587188,23568.521617852162,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1019,717,717000,703.631010794897,703631.010794897,0.584913142259419,24570.21757322176,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1015,717,717000,706.4039408866995,706403.9408866995,0.5735418340306774,25573.370990237097,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1011,717,717000,709.1988130563798,709198.8130563798,0.4247483598326408,26570.2649930265,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1014,717,717000,707.1005917159763,707100.5917159764,0.5519229023709932,27566.888423988843,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1014,717,717000,707.1005917159763,707100.5917159764,0.48994328451883207,28565.2649930265,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1015,717,717000,706.4039408866995,706403.9408866995,0.4730867726638803,29565.39609483961,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1013,717,717000,707.7986179664364,707798.6179664363,0.504777026499301,30566.675034867505,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1013,750,750000,740.3751233958538,740375.1233958539,0.4738813000000016,31591.836,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1013,717,717000,707.7986179664364,707798.6179664363,0.508579040446307,32617.38772663877,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1020,717,717000,702.9411764705883,702941.1764705882,0.2554576764295697,33623.253835425385,1,1,1,75,1000
623accd8-b4a4-4ccc-a9cc-120838f588a3,1011,717,717000,709.1988130563798,709198.8130563798,0.293825497907952,34620.589958159,1,1,1,75,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1018,984,984000,966.6011787819253,966601.1787819254,0.5918694095528397,5484.516260162602,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1013,992,992000,979.2694965449161,979269.4965449161,0.41047377318548367,6486.709677419355,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1014,992,992000,978.3037475345168,978303.7475345167,0.40946069758065357,7488.7550403225805,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1013,992,992000,979.2694965449161,979269.4965449161,0.40814821270161616,8487.77822580645,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1017,984,984000,967.5516224188791,967551.6224188791,0.4616717205284604,9482.350609756097,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1014,992,992000,978.3037475345168,978303.7475345167,0.44153933064516476,10480.587701612903,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1011,992,992000,981.2067260138476,981206.7260138476,0.35426499193548405,11481.019153225807,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1010,992,992000,982.1782178217821,982178.2178217822,0.28632995967742064,12479.728830645161,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1012,984,984000,972.3320158102766,972332.0158102767,0.4179255995934927,13473.955284552845,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1011,992,992000,981.2067260138476,981206.7260138476,0.28777553225806757,14470.759072580646,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1012,992,992000,980.2371541501976,980237.1541501976,0.3602625997983811,15468.14314516129,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1011,992,992000,981.2067260138476,981206.7260138476,0.35554480846774755,16466.234879032258,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1015,984,984000,969.4581280788177,969458.1280788177,0.4537691626016251,17462.860772357722,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1013,992,992000,979.2694965449161,979269.4965449161,0.4473192096774139,18461.34375,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1017,992,992000,975.4178957718781,975417.8957718781,0.4614966159274201,19460.85181451613,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1025,992,992000,967.8048780487804,967804.8780487805,0.838961286290334,20467.1502016129,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1018,984,984000,966.6011787819253,966601.1787819254,0.7639369014227637,21471.608739837397,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1015,992,992000,977.3399014778325,977339.9014778325,0.6120850070564463,22474.94556451613,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1019,992,992000,973.5034347399411,973503.4347399411,0.610819663306448,23480.261088709678,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1021,992,992000,971.5964740450539,971596.4740450538,0.6988106562499975,24489.045362903227,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1019,984,984000,965.6526005888126,965652.6005888126,0.766782061991874,25494.941056910568,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1018,992,992000,974.459724950884,974459.7249508841,0.655390670362903,26500.0564516129,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1031,992,992000,962.172647914646,962172.647914646,0.6605063568548308,27504.359879032258,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1010,992,992000,982.1782178217821,982178.2178217822,0.38742039616935303,28518.38306451613,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1015,984,984000,969.4581280788177,969458.1280788177,0.42078876422764083,29513.247967479674,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1010,992,992000,982.1782178217821,982178.2178217822,0.3636477983870988,30510.796370967742,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1009,992,992000,983.1516352824578,983151.6352824579,0.36827914213709545,31507.52318548387,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1011,992,992000,981.2067260138476,981206.7260138476,0.35858288104838915,32506.9627016129,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1012,984,984000,972.3320158102766,972332.0158102767,0.37282938516259595,33502.45020325203,1,1,1,100,1000
2b969b29-2681-427c-9ef6-ed614bb3f65e,1015,992,992000,977.3399014778325,977339.9014778325,0.35331166532258307,34501.469758064515,1,1,1,100,1000
